107/02/12,0,0,---,---,---,---,---,0
107/02/09,1000,520,0.52,0.52,0.52,0.52,-0.04,1
107/02/08,50000,28000,0.56,0.56,0.56,0.56,-0.17,1
107/02/07,17000,12410,0.73,0.73,0.73,0.73,+0.23,3
107/02/06,50000,25000,0.50,0.50,0.50,0.50,-0.31,1
