107/02/12,0,0,---,---,---,---,---,0
107/02/09,65000,195550,3.03,3.03,2.75,2.75,+0.09,4
107/02/08,75000,213000,2.86,3.02,2.66,2.66,-0.35,8
107/02/07,80000,241000,3.06,3.06,2.94,3.01,-0.83,7
107/02/06,105000,337600,2.89,4.00,2.89,3.84,+1.30,10
