107/02/12,0,0,---,---,---,---,---,0
107/02/09,30000,21900,0.68,0.83,0.68,0.83,-0.31,3
107/02/08,60000,65800,1.15,1.15,1.07,1.14,-0.15,4
107/02/07,90000,117700,1.32,1.32,1.29,1.29,+0.12,8
107/02/06,200000,271300,1.35,1.48,1.17,1.17,-0.42,12
