107/02/12,692000,15954480,22.88,23.11,22.88,23.10,0.21,125
107/02/09,1720000,39434240,23.02,23.10,22.61,22.89,-1.29,369
107/02/08,1089000,26144620,24.03,24.24,23.77,24.18,0.21,155
107/02/07,1726500,42645395,24.69,24.95,23.89,23.97,0.55,515
107/02/06,2914200,69005960,23.82,24.00,23.21,23.42,-2.68,816
