107/02/12,0,0,---,---,---,---,---,0
107/02/09,150000,123500,0.83,0.83,0.81,0.81,-0.15,2
107/02/08,200000,201500,1.04,1.04,0.96,0.96,-0.20,4
107/02/07,424000,505100,1.17,1.22,1.16,1.16,+0.25,12
107/02/06,2068000,1872300,1.03,1.05,0.71,0.91,-0.25,45
