107/02/12,103000,279970,2.75,2.76,2.68,2.68,0.07,25
107/02/09,152000,364940,2.30,2.63,2.26,2.61,-0.39,46
107/02/08,142000,422670,2.99,3.07,2.94,3.00,0.01,38
107/02/07,808000,2507810,2.75,3.25,2.75,2.99,0.30,31
107/02/06,678000,1936960,3.17,3.21,2.46,2.69,-1.11,63
