107/02/12,0,0,---,---,---,---,---,0
107/02/09,10000,6400,0.64,0.64,0.64,0.64,-0.18,1
107/02/08,105000,88700,0.84,0.85,0.82,0.82,-0.08,5
107/02/07,265000,226100,0.84,0.90,0.83,0.90,+0.10,8
107/02/06,170000,141900,0.93,0.93,0.78,0.80,-0.26,5
