107/02/12,41000,35640,0.86,0.87,0.86,0.87,0.00,4
107/02/09,179000,161840,0.90,0.91,0.87,0.87,+0.02,6
107/02/08,144000,122050,0.83,0.85,0.82,0.85,+0.02,4
107/02/07,5000,4150,0.83,0.83,0.83,0.83,-0.04,1
107/02/06,0,0,---,---,---,---,---,0
