107/02/12,0,0,---,---,---,---,---,0
107/02/09,10000,6100,0.61,0.61,0.61,0.61,-0.12,1
107/02/08,30000,21700,0.73,0.73,0.71,0.73,-0.06,3
107/02/07,140000,109300,0.78,0.79,0.78,0.79,+0.05,4
107/02/06,350000,278500,0.80,0.82,0.74,0.74,-0.16,8
