107/02/12,0,0,---,---,---,---,---,0
107/02/09,172000,272040,1.61,1.61,1.57,1.57,+0.24,3
107/02/08,173000,221040,1.18,1.33,1.18,1.33,+0.13,3
107/02/07,1000,1200,1.20,1.20,1.20,1.20,-0.09,1
107/02/06,200000,261000,1.32,1.32,1.29,1.29,+0.07,4
