107/02/12,0,0,---,---,---,---,---,0
107/02/09,125000,53650,0.42,0.49,0.42,0.49,-0.02,3
107/02/08,273000,140230,0.54,0.54,0.49,0.51,-0.01,3
107/02/07,173000,89960,0.52,0.52,0.52,0.52,+0.07,1
107/02/06,63000,32090,0.58,0.58,0.45,0.45,-0.35,4
