107/02/12,0,0,---,---,---,---,---,0
107/02/09,50000,29500,0.60,0.60,0.58,0.58,+0.04,3
107/02/08,55000,30200,0.55,0.55,0.54,0.54,+0.01,2
107/02/07,25000,12900,0.46,0.53,0.46,0.53,-0.01,3
107/02/06,3000,1620,0.54,0.54,0.54,0.54,+0.17,1
