107/02/12,0,0,---,---,---,---,---,0
107/02/09,20000,1900,0.09,0.10,0.09,0.10,-0.14,2
107/02/08,105000,26650,0.38,0.38,0.22,0.24,-0.16,9
107/02/07,98000,37880,0.41,0.41,0.36,0.40,+0.14,3
107/02/06,65000,16600,0.24,0.26,0.24,0.26,-0.10,5
