107/02/12,0,0,---,---,---,---,---,0
107/02/09,23000,15780,0.66,0.69,0.66,0.69,-0.09,2
107/02/08,100000,78000,0.78,0.78,0.78,0.78,-0.02,1
107/02/07,172000,146980,0.85,0.87,0.80,0.80,-0.03,5
107/02/06,420000,358610,0.88,0.88,0.81,0.83,-0.18,21
