107/02/12,0,0,---,---,---,---,---,0
107/02/09,30000,25800,0.86,0.86,0.86,0.86,+0.02,2
107/02/08,86000,69100,0.79,0.84,0.78,0.84,+0.03,4
107/02/07,361000,291230,0.83,0.83,0.79,0.81,-0.09,8
107/02/06,280000,245400,0.85,0.90,0.85,0.90,+0.15,3
