107/02/12,100000,171000,1.71,1.71,1.71,1.71,+0.09,1
107/02/09,10000,16200,1.62,1.62,1.62,1.62,-0.12,1
107/02/08,10000,17400,1.74,1.74,1.74,1.74,-0.07,1
107/02/07,45000,81450,1.81,1.81,1.81,1.81,+0.12,2
107/02/06,0,0,---,---,---,---,---,0
