107/02/12,0,0,---,---,---,---,---,0
107/02/09,100000,65000,0.65,0.65,0.65,0.65,-0.15,1
107/02/08,314000,265770,0.86,0.89,0.79,0.80,-0.07,6
107/02/07,140000,121000,0.84,0.87,0.84,0.87,+0.13,4
107/02/06,35000,26250,0.81,0.81,0.74,0.74,-0.32,2
