107/02/12,0,0,---,---,---,---,---,0
107/02/09,39000,22860,0.57,0.64,0.56,0.64,-0.03,4
107/02/08,235000,178450,0.77,0.77,0.67,0.67,-0.16,6
107/02/07,210000,172300,0.82,0.83,0.82,0.83,+0.15,3
107/02/06,757000,617770,0.87,0.89,0.68,0.68,-0.27,21
