107/02/12,0,0,---,---,---,---,---,0
107/02/09,400000,198000,0.50,0.50,0.49,0.49,-0.15,4
107/02/08,200000,130300,0.67,0.67,0.64,0.64,0.00,5
107/02/07,203000,130070,0.69,0.69,0.64,0.64,+0.06,3
107/02/06,15000,10300,0.74,0.74,0.58,0.58,-0.23,2
