107/02/12,0,0,---,---,---,---,---,0
107/02/09,192000,141380,0.71,0.79,0.70,0.77,-0.08,12
107/02/08,45000,39550,0.91,0.91,0.85,0.85,-0.09,4
107/02/07,40000,38800,1.00,1.00,0.94,0.94,-0.02,4
107/02/06,10000,9600,0.96,0.96,0.96,0.96,-0.17,1
