107/02/12,0,0,---,---,---,---,---,0
107/02/09,420000,110810,0.22,0.27,0.22,0.27,-0.24,15
107/02/08,430000,207950,0.41,0.54,0.41,0.51,+0.19,24
107/02/07,80000,26300,0.33,0.33,0.32,0.32,+0.02,3
107/02/06,200000,86300,0.45,0.45,0.30,0.30,-0.34,10
