107/02/12,0,0,---,---,---,---,---,0
107/02/09,1000,1520,1.52,1.52,1.52,1.52,+0.21,1
107/02/08,25000,32750,1.31,1.31,1.31,1.31,-0.04,1
107/02/07,25000,33750,1.35,1.35,1.35,1.35,-0.19,1
107/02/06,65000,85550,1.27,1.54,1.27,1.54,+0.38,5
