107/02/12,0,0,---,---,---,---,---,0
107/02/09,50000,5000,0.10,0.10,0.10,0.10,0.00,1
107/02/08,105000,10500,0.10,0.10,0.10,0.10,0.00,3
107/02/07,634000,65450,0.12,0.12,0.10,0.10,+0.01,4
107/02/06,260000,25800,0.10,0.10,0.09,0.09,-0.04,2
