107/02/12,0,0,---,---,---,---,---,0
107/02/09,89000,109360,1.07,1.32,1.07,1.27,0.00,11
107/02/08,372000,475690,1.28,1.30,1.22,1.27,-0.07,10
107/02/07,317000,432540,1.36,1.37,1.34,1.34,+0.01,13
107/02/06,125000,172550,1.47,1.47,1.31,1.33,-0.37,11
