107/02/12,0,0,---,---,---,---,---,0
107/02/09,33000,4820,0.15,0.15,0.14,0.14,-0.02,5
107/02/08,313000,47010,0.12,0.17,0.12,0.16,+0.06,5
107/02/07,15000,1500,0.10,0.10,0.10,0.10,-0.06,1
107/02/06,515000,66400,0.12,0.16,0.12,0.16,+0.06,6
