107/02/12,0,0,---,---,---,---,---,0
107/02/09,108000,24840,0.23,0.23,0.23,0.23,-0.07,1
107/02/08,329000,103020,0.32,0.32,0.30,0.30,-0.07,4
107/02/07,701000,245340,0.34,0.37,0.34,0.37,+0.28,7
107/02/06,433000,141570,0.35,0.36,0.09,0.09,-0.32,5
