107/02/12,0,0,---,---,---,---,---,0
107/02/09,281000,466960,1.74,1.74,1.49,1.54,+0.01,14
107/02/08,127000,183240,1.36,1.53,1.36,1.53,+0.24,4
107/02/07,34000,47850,1.42,1.42,1.29,1.29,-0.33,3
107/02/06,430000,671200,1.46,1.62,1.46,1.62,+0.34,3
