107/02/12,0,0,---,---,---,---,---,0
107/02/09,110000,19500,0.17,0.18,0.17,0.18,-0.11,4
107/02/08,270000,79900,0.30,0.31,0.29,0.29,-0.11,18
107/02/07,204000,75360,0.36,0.40,0.33,0.40,+0.07,8
107/02/06,295000,111640,0.36,0.40,0.33,0.33,-0.14,16
