107/02/12,0,0,---,---,---,---,---,0
107/02/09,11000,6410,0.55,0.61,0.55,0.61,-0.05,3
107/02/08,168000,101450,0.62,0.66,0.59,0.66,+0.01,13
107/02/07,170000,105200,0.56,0.65,0.56,0.65,+0.18,3
107/02/06,85000,36700,0.46,0.47,0.41,0.47,-0.29,4
