107/02/12,113000,138980,1.24,1.25,1.22,1.22,0.06,22
107/02/09,159000,179110,1.02,1.20,1.02,1.16,-0.18,31
107/02/08,40000,54320,1.39,1.42,1.34,1.34,-0.03,12
107/02/07,536000,765630,1.42,1.50,1.37,1.37,0.15,52
107/02/06,1906000,2652990,1.43,1.47,1.10,1.22,-0.55,87
