107/02/12,0,0,---,---,---,---,---,0
107/02/09,16000,8480,0.53,0.53,0.53,0.53,-0.08,1
107/02/08,10000,6150,0.62,0.62,0.61,0.61,-0.03,2
107/02/07,10000,6350,0.63,0.64,0.63,0.64,+0.01,2
107/02/06,175000,122850,0.73,0.73,0.63,0.63,-0.15,6
