107/02/12,0,0,---,---,---,---,---,0
107/02/09,56000,41040,0.69,0.90,0.69,0.90,-0.10,3
107/02/08,486000,549860,1.31,1.31,1.00,1.00,-0.30,10
107/02/07,742000,963420,1.22,1.36,1.22,1.30,+0.35,12
107/02/06,914000,825410,1.04,1.11,0.69,0.95,-0.33,24
