107/02/12,0,0,---,---,---,---,---,0
107/02/09,100000,72000,0.72,0.72,0.72,0.72,+0.24,1
107/02/08,0,0,---,---,---,---,---,0
107/02/07,50000,24200,0.50,0.50,0.48,0.48,-0.11,2
107/02/06,51000,33800,0.40,0.73,0.40,0.59,+0.29,7
