107/02/12,0,0,---,---,---,---,---,0
107/02/09,543000,261080,0.46,0.49,0.46,0.48,-0.08,4
107/02/08,709000,430690,0.61,0.63,0.56,0.56,-0.04,7
107/02/07,176000,113900,0.65,0.65,0.60,0.60,-0.05,3
107/02/06,10000,6500,0.65,0.65,0.65,0.65,-0.08,1
