107/02/12,0,0,---,---,---,---,---,0
107/02/09,15000,16250,1.09,1.09,1.08,1.08,+0.17,2
107/02/08,400000,362840,0.91,0.91,0.90,0.91,-0.03,8
107/02/07,450000,419500,0.91,0.94,0.91,0.94,-0.05,5
107/02/06,77000,72250,0.88,0.99,0.88,0.99,+0.16,9
