107/02/12,80000,178400,2.23,2.23,2.23,2.23,-0.26,1
107/02/09,27000,70970,2.71,2.71,2.49,2.49,0.44,2
107/02/08,9000,18450,2.05,2.05,2.05,2.05,0.00,1
107/02/07,0,0,--,--,--,--,0.00,0
107/02/06,118000,255930,2.08,2.30,2.08,2.30,1.20,14
