107/02/12,0,0,---,---,---,---,---,0
107/02/09,315000,155550,0.49,0.52,0.49,0.52,-0.10,4
107/02/08,514000,338040,0.65,0.68,0.62,0.62,-0.03,7
107/02/07,345000,237110,0.67,0.71,0.65,0.65,+0.05,9
107/02/06,141000,92880,0.72,0.74,0.60,0.60,-0.23,6
