107/02/12,0,0,---,---,---,---,---,0
107/02/09,78000,115500,1.47,1.49,1.45,1.45,+0.04,4
107/02/08,192000,272200,1.39,1.45,1.39,1.41,+0.01,7
107/02/07,518000,730190,1.46,1.46,1.38,1.40,-0.42,11
107/02/06,410000,691530,1.47,1.89,1.47,1.82,+0.54,9
