107/02/12,0,0,---,---,---,---,---,0
107/02/09,78000,40180,0.48,0.60,0.48,0.56,-0.08,5
107/02/08,430000,274700,0.63,0.65,0.63,0.64,-0.01,8
107/02/07,535000,362120,0.66,0.72,0.65,0.65,+0.04,22
107/02/06,434000,259630,0.72,0.72,0.55,0.61,-0.23,17
