107/02/12,105595,1547331,14.75,14.90,14.35,14.90,+0.15,94
107/02/09,111022,1580658,14.20,14.80,13.80,14.75,除權,85
107/02/08,140250,2116869,14.90,15.25,14.90,15.10,+0.25,99
107/02/07,107681,1590985,14.60,14.85,14.60,14.85,+0.25,98
107/02/06,192509,2789118,14.85,14.95,14.00,14.60,-0.40,130
