107/02/12,0,0,---,---,---,---,---,0
107/02/09,10000,800,0.08,0.08,0.08,0.08,-0.02,1
107/02/08,330000,33200,0.11,0.11,0.09,0.10,0.00,5
107/02/07,145000,15250,0.11,0.11,0.10,0.10,+0.01,6
107/02/06,440000,36800,0.10,0.10,0.08,0.09,-0.05,10
