107/02/12,0,0,---,---,---,---,---,0
107/02/09,10000,7100,0.71,0.71,0.71,0.71,-0.11,1
107/02/08,44000,36080,0.82,0.82,0.82,0.82,-0.14,1
107/02/07,65000,61400,1.00,1.00,0.93,0.96,+0.22,3
107/02/06,151000,117000,0.82,0.82,0.74,0.74,-0.18,6
