107/02/12,454000,100790,0.20,0.24,0.20,0.24,+0.04,15
107/02/09,60000,11200,0.16,0.20,0.16,0.20,+0.13,4
107/02/08,238000,16530,0.06,0.09,0.05,0.07,+0.03,6
107/02/07,470000,21500,0.05,0.05,0.04,0.04,-0.01,5
107/02/06,0,0,---,---,---,---,---,0
