107/02/12,89000,1194780,13.33,13.50,13.33,13.40,-0.02,55
107/02/09,195000,2607010,13.42,13.42,13.35,13.42,-0.01,51
107/02/08,131000,1754150,13.47,13.47,13.36,13.43,-0.04,32
107/02/07,78000,1046070,13.49,13.49,13.38,13.47,0.07,48
107/02/06,372000,4991660,13.48,13.53,13.34,13.40,-0.13,58
