107/02/12,0,0,---,---,---,---,---,0
107/02/09,159000,229230,1.54,1.54,1.11,1.11,-0.28,12
107/02/08,194000,235500,1.05,1.39,1.04,1.39,+0.33,21
107/02/07,474000,460700,0.95,1.06,0.95,1.06,+0.06,11
107/02/06,404000,333130,0.78,1.00,0.78,1.00,+0.29,16
