107/02/12,0,0,---,---,---,---,---,0
107/02/09,15000,4650,0.31,0.31,0.31,0.31,+0.05,1
107/02/08,5000,1300,0.26,0.26,0.26,0.26,-0.02,1
107/02/07,5000,1400,0.28,0.28,0.28,0.28,-0.08,1
107/02/06,1660000,579200,0.29,0.38,0.29,0.36,+0.09,12
