107/02/12,0,0,---,---,---,---,---,0
107/02/09,100000,52210,0.52,0.53,0.51,0.53,-0.14,10
107/02/08,200000,132000,0.65,0.67,0.65,0.67,-0.10,3
107/02/07,100000,77000,0.77,0.77,0.77,0.77,+0.13,1
107/02/06,1000,640,0.64,0.64,0.64,0.64,-0.25,1
