107/02/12,0,0,---,---,---,---,---,0
107/02/09,10000,5900,0.59,0.59,0.59,0.59,+0.08,1
107/02/08,250000,124700,0.65,0.65,0.46,0.51,-0.21,4
107/02/07,30000,23800,0.82,0.84,0.72,0.72,+0.22,3
107/02/06,220000,124700,0.64,0.64,0.46,0.50,-0.36,17
