107/02/12,0,0,---,---,---,---,---,0
107/02/09,99000,136240,1.36,1.40,1.36,1.40,+0.24,5
107/02/08,99000,125860,1.24,1.29,1.16,1.16,+0.02,3
107/02/07,685000,784450,1.12,1.16,1.12,1.14,-0.21,19
107/02/06,1170000,1341550,1.08,1.36,1.06,1.35,+0.34,35
