107/02/12,0,0,---,---,---,---,---,0
107/02/09,80000,2400,0.03,0.03,0.03,0.03,-0.03,3
107/02/08,10000,600,0.06,0.06,0.06,0.06,-0.01,1
107/02/07,175000,13250,0.08,0.08,0.07,0.07,0.00,2
107/02/06,152000,10630,0.07,0.07,0.06,0.07,-0.04,4
