107/02/12,0,0,---,---,---,---,---,0
107/02/09,300000,183300,0.69,0.69,0.57,0.57,+0.13,7
107/02/08,525000,240250,0.41,0.48,0.41,0.44,+0.07,7
107/02/07,225000,75250,0.33,0.37,0.33,0.37,+0.01,3
107/02/06,210000,74600,0.24,0.38,0.24,0.36,+0.14,4
