107/02/12,0,0,---,---,---,---,---,0
107/02/09,20000,13400,0.67,0.67,0.67,0.67,+0.09,1
107/02/08,41000,24770,0.63,0.63,0.58,0.58,-0.12,7
107/02/07,36000,25960,0.77,0.77,0.70,0.70,+0.17,3
107/02/06,70000,41600,0.67,0.69,0.53,0.53,-0.29,4
