107/02/12,0,0,---,---,---,---,---,0
107/02/09,10000,11200,1.12,1.12,1.12,1.12,+0.05,1
107/02/08,10000,10700,1.07,1.07,1.07,1.07,+0.06,1
107/02/07,195000,206390,1.02,1.07,1.01,1.01,-0.25,3
107/02/06,417000,491220,1.18,1.26,1.15,1.26,+0.13,6
