107/02/12,0,0,---,---,---,---,---,0
107/02/09,0,0,---,---,---,---,---,0
107/02/08,25000,51300,1.98,2.13,1.98,2.13,+0.14,4
107/02/07,24000,50280,2.13,2.15,1.99,1.99,-0.44,7
107/02/06,39000,84970,2.15,2.43,2.15,2.43,+0.42,2
