107/02/12,0,0,---,---,---,---,---,0
107/02/09,324000,123120,0.38,0.38,0.38,0.38,-0.16,1
107/02/08,593000,320220,0.54,0.54,0.54,0.54,-0.08,4
107/02/07,963000,595980,0.61,0.62,0.61,0.62,+0.06,7
107/02/06,800000,444630,0.54,0.57,0.54,0.56,-0.11,12
