107/02/12,0,0,---,---,---,---,---,0
107/02/09,303000,432940,1.44,1.46,1.30,1.30,+0.05,11
107/02/08,389000,451890,1.12,1.25,1.12,1.25,+0.13,8
107/02/07,204000,238070,1.18,1.20,0.80,1.12,-0.28,18
107/02/06,290000,350400,1.18,1.40,1.17,1.40,+0.27,17
