107/02/09,45000,450,0.01,0.01,0.01,0.01,-0.02,3
107/02/08,30000,900,0.03,0.03,0.03,0.03,-0.02,1
107/02/07,5000,250,0.05,0.05,0.05,0.05,0.00,1
107/02/06,0,0,---,---,---,---,---,0
