107/02/12,300,19589,---,---,---,---,---,3
107/02/09,3129,202033,63.20,65.30,63.20,65.30,+1.40,5
107/02/08,4000,256800,65.00,65.00,63.90,63.90,-2.60,4
107/02/07,1000,66500,66.50,66.50,66.50,66.50,+0.50,1
107/02/06,10200,656900,63.20,66.70,63.20,66.00,-1.00,7
