107/02/12,0,0,---,---,---,---,---,0
107/02/09,5000,1900,0.38,0.38,0.38,0.38,-0.08,1
107/02/08,137000,65660,0.48,0.48,0.46,0.46,-0.07,2
107/02/07,167000,87460,0.50,0.53,0.50,0.53,+0.05,2
107/02/06,38000,19360,0.56,0.56,0.48,0.48,-0.15,3
