107/02/12,0,0,---,---,---,---,---,0
107/02/09,43000,36770,0.85,0.89,0.84,0.89,-0.23,7
107/02/08,160000,179000,1.14,1.14,1.10,1.12,+0.02,10
107/02/07,168000,181960,1.04,1.12,1.04,1.10,+0.27,6
107/02/06,128000,120260,1.02,1.02,0.83,0.83,-0.36,6
