107/02/12,0,0,---,---,---,---,---,0
107/02/09,101000,28320,0.28,0.32,0.28,0.32,-0.03,2
107/02/08,100000,35000,0.35,0.35,0.35,0.35,+0.01,1
107/02/07,118000,41120,0.35,0.35,0.34,0.34,0.00,2
107/02/06,318000,112920,0.36,0.39,0.30,0.34,-0.08,9
