107/02/12,3000,53670,17.85,17.97,17.85,17.97,-0.03,2
107/02/09,55000,999040,18.24,18.24,18.00,18.00,0.22,7
107/02/08,1000,17780,17.78,17.78,17.78,17.78,0.06,1
107/02/07,36000,632970,17.57,17.72,17.51,17.72,-0.28,5
107/02/06,29000,520100,17.59,18.10,17.59,18.00,0.76,14
