107/02/12,0,0,---,---,---,---,---,0
107/02/09,9000,8640,0.96,0.96,0.96,0.96,+0.10,1
107/02/08,2000,1730,0.87,0.87,0.86,0.86,0.00,2
107/02/07,0,0,---,---,---,---,---,0
107/02/06,17000,14110,0.83,0.83,0.83,0.83,+0.06,1
