107/02/12,0,0,---,---,---,---,---,0
107/02/09,200000,106000,0.51,0.55,0.51,0.55,-0.07,2
107/02/08,155000,96900,0.64,0.64,0.62,0.62,-0.06,4
107/02/07,164000,111020,0.68,0.68,0.67,0.68,+0.14,3
107/02/06,393000,221990,0.67,0.67,0.52,0.54,-0.18,9
